URL	Email	Inquiry Form URL	Company Name	Industry	HTTP Status	Robots Allowed	Last Crawled At	Crawl Status	Error Message																
https://www.meiko-kikaku.co.jp/index.html					404	TRUE	2025-12-10 14:23:43	error	HTTP 404																
https://www.bridalsalon-prana.jp					0	FALSE	2025-12-10 14:23:46	error	Robots.txt disallows crawling																
https://www.worldcomsys.com/					0	TRUE	2025-12-10 14:23:52	error	Connection error: HTTPSConnectionPool(host='www.worldcomsys.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPSConnection(host='www.worldcomsys.com', port=443): Failed to resolve 'www.worldcomsys.com' ([Errno 11001] getaddrinfo failed)"))																
http://www.asante-sana.co.jp/			株式会社アサンテサーナ		200	TRUE	2025-12-10 14:23:54	success																	
https://www.webclub.co.jp/		https://www.webclub.co.jp/contact	株式会社ウェブ		200	TRUE	2025-12-10 14:24:03	success																	
https://www.crane-a.co.jp/		https://www.crane-a.co.jp/contact/	株式会社クレイン		200	TRUE	2025-12-10 14:24:11	success																	
https://club-marriage.jp/		https://club-marriage.jp/contact/	東京都港区の		200	TRUE	2025-12-10 14:24:24	success																	
https://www.hosokawa-inc.com/					0	TRUE	2025-12-10 14:24:31	error	Connection error: HTTPSConnectionPool(host='www.hosokawa-inc.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPSConnection(host='www.hosokawa-inc.com', port=443): Failed to resolve 'www.hosokawa-inc.com' ([Errno 11001] getaddrinfo failed)"))																
https://www.s-mariage.com/	matsuoka@s-mariage.com	https://www.s-mariage.com/	セレブ		200	TRUE	2025-12-10 14:24:44	success																	
https://www.weddingpark.co.jp:443/		https://www.weddingpark.co.jp/contact	株式会社ウエディングパーク		200	TRUE	2025-12-10 14:24:51	success																	
http://www.tigre-jp.com/					0	FALSE	2025-12-10 14:24:53	error	Robots.txt disallows crawling																
http://musubi-tj.com/					0	TRUE	2025-12-10 14:25:00	error	Connection error: HTTPConnectionPool(host='musubi-tj.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPConnection(host='musubi-tj.com', port=80): Failed to resolve 'musubi-tj.com' ([Errno 11001] getaddrinfo failed)"))																
https://ita-net.co.jp/		https://ita-net.co.jp/contact	ITA 株式会社アイティーエー	technology	200	TRUE	2025-12-10 14:25:06	success																	
https://c-marriage.jp/		https://c-marriage.jp/page-company.html#form	クレッシェンドマリッジ株式会社のホームページをご覧いただき誠にありがと		200	TRUE	2025-12-10 14:25:15	success																	
https://officesano.co.jp/		https://officesano.co.jp/contact	株式会社オフィスさの		200	TRUE	2025-12-10 14:25:20	success																	
http://www.konkatu-agency.com/					0	FALSE	2025-12-10 14:25:21	error	Robots.txt disallows crawling																
https://aisin-net.jp/		https://aisin-net.jp/	大田区の掃除・洗浄		200	TRUE	2025-12-10 14:25:33	success																	
http://www.blessandcompany.jp					0	TRUE	2025-12-10 14:25:40	error	Connection error: HTTPConnectionPool(host='www.blessandcompany.jp', port=80): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPConnection(host='www.blessandcompany.jp', port=80): Failed to resolve 'www.blessandcompany.jp' ([Errno 11001] getaddrinfo failed)"))																
http://www.ds-ag.net/		http://www.ds-ag.net/contents/inquiry/top.html	D's AGENCY ディーズエージェンシー株式会社		200	TRUE	2025-12-10 14:25:42	success																	
https://www.br-g.jp/		http://www.br-g.jp/inquiry	東京・新宿で結婚相談所をお探しなら「ブライズガーデン」・複数の連盟に加盟することで成婚への近道を実現		200	TRUE	2025-12-10 14:25:50	success																	
http://ultima-m.com/index.html		http://ultima-m.com/contact.html	電話占い アルティマ		200	TRUE	2025-12-10 14:25:53	success																	
http://www.refined-inc.com/index.html		http://www.refined-inc.com/contact/index.html	株式会社リファインド		200	TRUE	2025-12-10 14:25:56	success																	
http://e-assi.com/					0	TRUE	2025-12-10 14:26:03	error	Connection error: HTTPConnectionPool(host='e-assi.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPConnection(host='e-assi.com', port=80): Failed to resolve 'e-assi.com' ([Errno 11001] getaddrinfo failed)"))																
https://en-konkatsu.com/		https://en-konkatsu.com/contact/	エン婚活エージェント株式会社は、東証プライム上場企業であるエン株式会		200	TRUE	2025-12-10 14:26:09	success																	
https://privateclub.jp/		https://privateclub.jp/contents/contact/	プレミアムステイタス運営のハイステイタス専門結婚相談所		200	TRUE	2025-12-10 14:26:16	success																	
http://nomad-marketing.jp/		http://nomad-marketing.jp/#contact	NOMAD MARKETING		200	TRUE	2025-12-10 14:26:20	success																	
https://yume-tokyo.com/wp/	yume@yumeki.com		夢の実現『東京夢企画』		200	TRUE	2025-12-10 14:26:32	success																	
http://a-long.jp/					0	TRUE	2025-12-10 14:27:08	error	Connection error: HTTPConnectionPool(host='a-long.jp', port=80): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPConnection(host='a-long.jp', port=80): Failed to resolve 'a-long.jp' ([Errno 11002] getaddrinfo failed)"))																
https://www.nakodo.co.jp/		https://www.nakodo.co.jp/void(0)	結婚相談所・婚活ビジネスの開業なら日本仲人連盟｜NNR		200	TRUE	2025-12-10 14:27:18	success																	
https://cupid.co.jp/		https://cupid.co.jp/contact/	キューピッドクラブ		200	TRUE	2025-12-10 14:27:36	success																	
https://daisy-bride.com/index.html					404	TRUE	2025-12-10 14:27:47	error	HTTP 404																
https://weridge.com/		https://weridge.com/contact/	銀座の結婚相談所 ウェリッジ		200	TRUE	2025-12-10 14:27:53	success																	
http://mystyle-ms.co.jp/					0	FALSE	2025-12-10 14:27:55	error	Robots.txt disallows crawling																
https://www.long-river.co.jp/		https://www.long-river.co.jp/	株式会社ロングリバー		200	TRUE	2025-12-10 14:28:02	success																	
http://www.windandsun.jp/index.html					0	TRUE	2025-12-10 14:28:09	error	Connection error: HTTPConnectionPool(host='www.windandsun.jp', port=80): Max retries exceeded with url: /index.html (Caused by NameResolutionError("HTTPConnection(host='www.windandsun.jp', port=80): Failed to resolve 'www.windandsun.jp' ([Errno 11001] getaddrinfo failed)"))																
http://renection.jp/			RENECTION		200	TRUE	2025-12-10 14:28:12	success																	
http://aies-c.com/	info@aies-c.com	http://aies-c.com/contact.html	株式会社アイエス		200	TRUE	2025-12-10 14:28:15	success																	
https://smile-sys.jimdofree.com/					403	TRUE	2025-12-10 14:28:20	error	HTTP 403																
http://partir.jp/			婚活成功方程式		200	TRUE	2025-12-10 14:28:24	success																	
http://southern-bridal.com/index.html					0	TRUE	2025-12-10 14:30:16	error	Request timeout: HTTPConnectionPool(host='southern-bridal.com', port=80): Max retries exceeded with url: /index.html (Caused by ConnectTimeoutError(<HTTPConnection(host='southern-bridal.com', port=80) at 0x1650541e2d0>, 'Connection to southern-bridal.com timed out. (connect timeout=30)'))																
http://yokohama-katokikaku.co.jp/					0	TRUE	2025-12-10 14:30:22	error	Connection error: HTTPConnectionPool(host='yokohama-katokikaku.co.jp', port=80): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPConnection(host='yokohama-katokikaku.co.jp', port=80): Failed to resolve 'yokohama-katokikaku.co.jp' ([Errno 11001] getaddrinfo failed)"))																
http://www.campanella1.com/					0	TRUE	2025-12-10 14:30:28	error	Connection error: HTTPConnectionPool(host='www.campanella1.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPConnection(host='www.campanella1.com', port=80): Failed to resolve 'www.campanella1.com' ([Errno 11001] getaddrinfo failed)"))																
http://www.redegg.co.jp/		http://www.redegg.co.jp/contact/	レッドエッグ(Redegg)		200	TRUE	2025-12-10 14:30:33	success																	
http://natule-mie.com/index.html					0	TRUE	2025-12-10 14:30:39	error	Connection error: HTTPConnectionPool(host='natule-mie.com', port=80): Max retries exceeded with url: /index.html (Caused by NameResolutionError("HTTPConnection(host='natule-mie.com', port=80): Failed to resolve 'natule-mie.com' ([Errno 11001] getaddrinfo failed)"))																
http://www.aany.jp/	info@aany.jp	http://www.aany.jp/	ブライダルハウスアニー		200	TRUE	2025-12-10 14:30:47	success																	
https://white-ring.jp/		https://white-ring.jp/inquiry/input/index.php	滋賀・草津の結婚相談所・滋賀ホワイトリング低価格で婚活		200	TRUE	2025-12-10 14:31:02	success																	
https://mariesage.com/	contact@mariesage.com	https://mariesage.com/contact/	滋賀で出会える！創業36年の安心・安全な結婚相談所マリエサージュ		200	TRUE	2025-12-10 14:31:10	success																	
http://www.kagayaki21.co.jp/			【株式会社 ブライダルサービス輝 】 寝屋川市 結		200	TRUE	2025-12-10 14:31:13	success																	
https://www.scb.jp/		https://www.scb.jp/inquiry/	滋賀県の		200	TRUE	2025-12-10 14:31:22	success																	
https://www.marvelous-gr.co.jp/index.php	marvelousbridal@galaxy.ocn.ne.jp	https://www.marvelous-gr.co.jp/contact/index.html	マーベラス		200	TRUE	2025-12-10 14:31:29	success																	
http://www.mbi-bridal.co.jp/?uid=			結婚再婚お見合い相談 ブライダルサロンMBIの恋愛革命 | 株式会社MBI		200	TRUE	2025-12-10 14:31:32	success																	
http://www.ams-kyoto.jp/	ams@pop02.odn.ne.jp		アムズが運営する通販		200	TRUE	2025-12-10 14:31:35	success																	
https://www.tms-m.com/		https://www.tms-m.com/service/platform/	株式会社トータルマリアージュサポート（TMSグループ）		200	TRUE	2025-12-10 14:31:45	success																	
https://brightwedding.jp/		https://brightwedding.jp/contact.html	大阪市・本町の		200	TRUE	2025-12-10 14:31:51	success																	
https://www.kekkon-em.com/index.html			大阪北摂で婚活なら結婚相談所【イーガーマリッジ】無料体験受付中		200	TRUE	2025-12-10 14:32:00	success																	
http://www.growth-company.com/index.html	info@gowth-company.com	http://www.growth-company.com/contact	株式会社グロース		200	TRUE	2025-12-10 14:32:03	success																	
https://selvice-members.co.jp/		https://selvice-members.co.jp/form_inquiry/	冠婚葬祭互助会		200	TRUE	2025-12-10 14:32:12	success																	
https://www.anatano-konkatsu.com/		https://www.anatano-konkatsu.com/contact/	堺市の婚活・結婚相談所「あなたの婚活ドットコム」鳳相談所		200	TRUE	2025-12-10 14:32:19	success																	
http://www.genefuture.co.jp/index.html					0	TRUE	2025-12-10 14:32:25	error	Connection error: HTTPConnectionPool(host='www.genefuture.co.jp', port=80): Max retries exceeded with url: /index.html (Caused by NameResolutionError("HTTPConnection(host='www.genefuture.co.jp', port=80): Failed to resolve 'www.genefuture.co.jp' ([Errno 11001] getaddrinfo failed)"))																
https://awake-to.com/		https://business.form-mailer.jp/lp/32d7b03d314197	東京・新宿の		200	TRUE	2025-12-10 14:32:35	success																	
https://www.kansaibridal.com/		https://www.kansaibridal.com/お問い合わせ/	大阪の結婚相談所・お見合い婚活は関西ブライダル本店		200	TRUE	2025-12-10 14:32:40	success																	
https://www.kekkon-moriguchi.com/		https://www.kekkon-moriguchi.com/contact/index.php	大阪の		200	TRUE	2025-12-10 14:32:47	success																	
https://konreicenter.com/		https://konreicenter.com/contact/	株式会社婚礼センター		200	TRUE	2025-12-10 14:32:56	success																	
https://ilsole-bridal.com/sp/					404	TRUE	2025-12-10 14:33:01	error	HTTP 404																
https://www.abatjour-ashiya.com/SEO/			お見合い・		200	TRUE	2025-12-10 14:33:13	success																	
http://www.jmc.sakura.ne.jp/					0	TRUE	2025-12-10 14:33:20	error	Connection error: HTTPConnectionPool(host='www.jmc.sakura.ne.jp', port=80): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPConnection(host='www.jmc.sakura.ne.jp', port=80): Failed to resolve 'www.jmc.sakura.ne.jp' ([Errno 11001] getaddrinfo failed)"))																
https://www.passion-bridal.com/		https://www.passion-bridal.com/schedule_form/detail/detail-4783.html	地元で真面目な出会い応援 ふるさと婚活ならパッション婚活パーティ		200	TRUE	2025-12-10 14:33:29	success																	
https://www.dreams-support.com/sp/index.html		https://www.dreams-support.com/sp/information/contact.html	大阪、和歌山、奈良で婚活するならドリームサポートAyaへ		200	TRUE	2025-12-10 14:33:36	success																	
http://www.jbpcom.com/					403	TRUE	2025-12-10 14:33:40	error	HTTP 403																
https://jubre.jp/		https://jubre.jp/contact/	結婚相談所ジュブレ福岡本店｜30代女性に選ばれて18周年		200	TRUE	2025-12-10 14:33:46	success																	
http://lifepro.me/index.html					200	TRUE	2025-12-10 14:33:50	success																	
http://n-sympathy.sakura.ne.jp/homepage/			シンパシー		200	TRUE	2025-12-10 14:33:53	success																	
https://atbell.net/	info@atbell.net	https://atbell.net/contact/	宮崎県にある		200	TRUE	2025-12-10 14:34:01	success																	
https://roppongi-bridal.jp/		https://roppongi-bridal.jp	ブライダルハウス六本木		200	TRUE	2025-12-10 14:34:06	success																	
http://ever-onward.net/					0	TRUE	2025-12-10 14:34:12	error	Connection error: HTTPConnectionPool(host='ever-onward.net', port=80): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPConnection(host='ever-onward.net', port=80): Failed to resolve 'ever-onward.net' ([Errno 11001] getaddrinfo failed)"))																
https://ai-wedding.okinawa					0	TRUE	2025-12-10 14:34:19	error	Connection error: HTTPSConnectionPool(host='ai-wedding.okinawa', port=443): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPSConnection(host='ai-wedding.okinawa', port=443): Failed to resolve 'ai-wedding.okinawa' ([Errno 11001] getaddrinfo failed)"))																
https://www.tunagarute.com/			株式会社つながる手		200	TRUE	2025-12-10 14:34:31	success																	
https://kazemichi.co.jp/		https://kazemichi.co.jp/	岡山の		200	TRUE	2025-12-10 14:34:36	success																	
https://parca52.com/					0	TRUE	2025-12-10 14:35:40	error	Connection error: HTTPSConnectionPool(host='parca52.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPSConnection(host='parca52.com', port=443): Failed to resolve 'parca52.com' ([Errno 11001] getaddrinfo failed)"))																
http://www.housesc.co.jp/n.v/	email.n.v@housesc.co.jp		トップページ		200	TRUE	2025-12-10 14:35:43	success																	
http://www.fukuharayuino.co.jp/index.html					0	TRUE	2025-12-10 14:35:49	error	Connection error: HTTPConnectionPool(host='www.fukuharayuino.co.jp', port=80): Max retries exceeded with url: /index.html (Caused by NameResolutionError("HTTPConnection(host='www.fukuharayuino.co.jp', port=80): Failed to resolve 'www.fukuharayuino.co.jp' ([Errno 11001] getaddrinfo failed)"))																
https://ryoen.jp/			広島・福山の結婚相談所なら良縁の大進		200	TRUE	2025-12-10 14:35:59	success																	
https://fp-iplanning.com/		https://fp-iplanning.com/contact/	アイプランニング合同会社		200	TRUE	2025-12-10 14:36:07	success																	
https://www.linkstore.co.jp/		https://www.linkstore.co.jp/party/	四国・中国・関西のお見合い・婚活パーティー・街コンならリンクストア		200	TRUE	2025-12-10 14:36:13	success																	
https://www.e-voce.jp/	voce@e-voce.jp	https://www.e-voce.jp/contact/	VOCE ヴォーチェ〈新しいカタチの恋愛結婚相談所〉愛媛 松山 婚活情報 VOCE ヴォーチェ〈新しいカタチの恋愛結婚相談所〉愛媛 松山 婚活情報		200	TRUE	2025-12-10 14:36:22	success																	
https://www.bigapples.jp/		https://www.bigapples.jp/contact.html	ビッグアップル(BIGAPPLE)		200	TRUE	2025-12-10 14:36:28	success																	
http://h-heart.jp/index.html					0	FALSE	2025-12-10 14:36:29	error	Robots.txt disallows crawling																
https://www.n-pla.com/		https://www.n-pla.com/contact/	株式会社ネオプランニング（札幌市中央区）		200	TRUE	2025-12-10 14:36:35	success																	
https://mariene.co.jp/		https://mariene.co.jp/contact/			200	TRUE	2025-12-10 14:36:48	success																	
https://sunncreate.co.jp/			サンクリエイト・札幌		200	TRUE	2025-12-10 14:36:56	success																	
https://enmusubienji.net/	info@enmusubienji.net	https://enmusubienji.net/contact	縁結びえんじ		200	TRUE	2025-12-10 14:37:02	success																	
https://s-moment.net/		https://s-moment.net/contact/	岩手県・宮城県の		200	TRUE	2025-12-10 14:37:08	success																	
http://www.ibuki818.jp/		http://www.ibuki818.jp/contact	宮城仙台の		200	TRUE	2025-12-10 14:37:13	success																	
http://marriagesupport.net/72370/					0	TRUE	2025-12-10 14:37:19	error	Connection error: HTTPConnectionPool(host='marriagesupport.net', port=80): Max retries exceeded with url: /72370/ (Caused by NameResolutionError("HTTPConnection(host='marriagesupport.net', port=80): Failed to resolve 'marriagesupport.net' ([Errno 11001] getaddrinfo failed)"))																
https://sol-terre.co.jp/			仙台・山形のウェディングドレス総合貸衣裳『ソルテール』		200	TRUE	2025-12-10 14:40:22	success																	
https://www.palace-iwaya.jp/					200	TRUE	2025-12-10 14:40:30	success																	
http://www.forever-aoba.co.jp/		http://www.forever-aoba.co.jp/contact	福島県(福島･郡山)の結婚相談所･婚活･お見合いパーティならフォーエバーアオバ企画		200	TRUE	2025-12-10 14:40:33	success																	
https://www.fixdiamond.co.jp/	info@fixdiamond.co.jp	https://www.fixdiamond.co.jp/login/inquiryedit	パワーストーン販売、		200	TRUE	2025-12-10 14:40:39	success																	
https://www.wedding-march.co.jp/		https://www.wedding-march.co.jp/contact.html	新潟市の		200	TRUE	2025-12-10 14:40:43	success																	
http://thyme-call.jp/index.html					404	TRUE	2025-12-10 14:40:47	error	HTTP 404																
http://www.nakodokobo.jp/		https://www.nakodokobo.jp/	【2023年最新版】今人気でおすすめの結婚相談所を徹底解説！		200	TRUE	2025-12-10 14:40:51	success																	
https://www.belaks.com/		https://www.belaks.com/contact/	長野県飯田市の結婚式場 ビーラクスマツカワ		200	TRUE	2025-12-10 14:41:10	success																	
http://yell50.com/index.htm			ご結婚を望む方々へ・・株式会社エール		200	TRUE	2025-12-10 14:41:13	success																	
http://www.gifu-gojokai.co.jp/					0	TRUE	2025-12-10 14:41:20	error	Connection error: HTTPConnectionPool(host='www.gifu-gojokai.co.jp', port=80): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPConnection(host='www.gifu-gojokai.co.jp', port=80): Failed to resolve 'www.gifu-gojokai.co.jp' ([Errno 11001] getaddrinfo failed)"))																
http://g-daimaru.com					0	FALSE	2025-12-10 14:41:25	error	Robots.txt disallows crawling																
http://www.hpchpc.com/index.php		http://www.hpchpc.com/contact.php	HPC		200	TRUE	2025-12-10 14:41:27	success																	
http://good-chance.co.jp/					0	TRUE	2025-12-10 14:41:34	error	Connection error: HTTPConnectionPool(host='good-chance.co.jp', port=80): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPConnection(host='good-chance.co.jp', port=80): Failed to resolve 'good-chance.co.jp' ([Errno 11001] getaddrinfo failed)"))																
https://www.futurestaff.jp/		https://www.futurestaff.jp/contact/	静岡県・愛知県・浜松市・磐田市・掛川市の工場関係のお仕事探しはザ・フューチャスタッフ		200	TRUE	2025-12-10 14:41:42	success																	
https://miho.tv/		https://miho.tv/contact/	美穂プロモーション株式会社		200	TRUE	2025-12-10 14:41:55	success																	
http://www.meguriai-do.com/					0	TRUE	2025-12-10 14:42:07	error	Connection error: HTTPConnectionPool(host='www.meguriai-do.com', port=80): Max retries exceeded with url: / (Caused by ProtocolError('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))																
http://keiai-bridal.com/					0	TRUE	2025-12-10 14:42:13	error	Connection error: HTTPConnectionPool(host='keiai-bridal.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPConnection(host='keiai-bridal.com', port=80): Failed to resolve 'keiai-bridal.com' ([Errno 11001] getaddrinfo failed)"))																
https://iae.co.jp/		https://iae.co.jp/contact/	静岡県の人材派遣なら株式会社アイエーイー		200	TRUE	2025-12-10 14:42:25	success																	
https://es-es.co.jp/		https://es-es.co.jp/contact/	エスグループ		200	TRUE	2025-12-10 14:42:34	success																	
http://www.salon-suzuran.com/			結婚相談　静岡県｜結婚相談所すずらん		200	TRUE	2025-12-10 14:42:36	success																	
http://www.mydosky.co.jp/		http://www.mydosky.co.jp/contact.html	マイド商会 株式会社		200	TRUE	2025-12-10 14:42:39	success																	
https://www.lext.co.jp/			【公式】株式会社レクスト｜グランドティアラ・愛昇殿グルー		200	TRUE	2025-12-10 14:42:47	success																	
https://www.bridal-vip.co.jp/		https://www.bridal-vip.co.jp/inquiry/visit/	株式会社ブライダル		200	TRUE	2025-12-10 14:42:55	success																	
https://sales-training.nagoya/		https://sales-training.nagoya/contact	名古屋･愛知で起業セミナー開催「知らないと損する起業セミナー」		200	TRUE	2025-12-10 14:43:03	success																	
http://fudosannagoya.com/					0	TRUE	2025-12-10 14:43:19	error	Connection error: HTTPSConnectionPool(host='fudosannagoya.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1006)')))																
http://www.nozze.com/access/list/20.php	nagoya@nozze.com		名古屋でお見合いなら		200	TRUE	2025-12-10 14:43:23	success																	
https://www.more.jp.net/			婚活、スキンケア、お掃除 | More		200	TRUE	2025-12-10 14:43:26	success																	
http://www.best-i.co.jp/sp/					0	TRUE	2025-12-10 14:43:32	error	Connection error: HTTPConnectionPool(host='www.best-i.co.jp', port=80): Max retries exceeded with url: /sp/ (Caused by NameResolutionError("HTTPConnection(host='www.best-i.co.jp', port=80): Failed to resolve 'www.best-i.co.jp' ([Errno 11001] getaddrinfo failed)"))																
https://nagoyakonkatsu.jp/					0	FALSE	2025-12-10 14:43:33	error	Robots.txt disallows crawling																
http://www.patorich.co.jp/		http://www.patorich.co.jp/contact/	結婚相談所・婚活パーティPatorichで、素敵な出会いを｜株式会社パトリッチ		200	TRUE	2025-12-10 14:43:37	success																	
https://www.crecious.com/company.html					404	TRUE	2025-12-10 14:43:44	error	HTTP 404																
https://www.attender.jp/		https://www.attender.jp/inquiry/	名古屋の結婚相談所【婚活サポート アテンダー】驚異の成婚数！		200	TRUE	2025-12-10 14:43:50	success																	
https://www.makiyasu.com/		https://coporo-net.com/coporo-catalog/contact	衣裳レンタル	technology	200	TRUE	2025-12-10 14:44:28	success																	
http://www.mariage-mito.jp/index.html		http://www.mariage-mito.jp/contents/inquiry.html	マリアージュ		200	TRUE	2025-12-10 14:44:32	success																	
https://www.sansuien-mr.co.jp/		https://www.sansuien-mr.co.jp/contact/	(株)山水苑		200	TRUE	2025-12-10 14:44:41	success																	
http://dreamagent.info/index.html					200	TRUE	2025-12-10 14:45:12	success																	
http://www.tonakuma.com/					0	TRUE	2025-12-10 14:45:41	error	Connection error: HTTPSConnectionPool(host='tonakuma.com', port=443): Max retries exceeded with url: / (Caused by NewConnectionError("HTTPSConnection(host='tonakuma.com', port=443): Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it"))																
https://dhipithi.com/		https://docs.google.com/forms/d/e/1FAIpQLSe87PzHv3cYJKDlUyRdHTT0chCPrW41qyrCfOdxJzEm4hBnBA/viewform?usp=sharing			200	TRUE	2025-12-10 14:45:51	success																	
http://cafe-ciel.jp					0	TRUE	2025-12-10 14:45:58	error	Connection error: HTTPConnectionPool(host='cafe-ciel.jp', port=80): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPConnection(host='cafe-ciel.jp', port=80): Failed to resolve 'cafe-ciel.jp' ([Errno 11001] getaddrinfo failed)"))																
https://www.jma-takasaki.com/index.php		https://www.jma-takasaki.com/information.php	jma高崎		200	TRUE	2025-12-10 14:46:09	success																	
http://www.bic-excellent.jp/index.html					0	TRUE	2025-12-10 14:46:15	error	Connection error: HTTPConnectionPool(host='www.bic-excellent.jp', port=80): Max retries exceeded with url: /index.html (Caused by NameResolutionError("HTTPConnection(host='www.bic-excellent.jp', port=80): Failed to resolve 'www.bic-excellent.jp' ([Errno 11001] getaddrinfo failed)"))																
http://www.foryouweb.co.jp/index.html		http://www.foryouweb.co.jp/contact/contact.html	Foryou		200	TRUE	2025-12-10 14:46:24	success																	
http://www.kmr-company.com/index.html			company		200	TRUE	2025-12-10 14:46:29	success																	
https://www.bellnokai.com/		https://www.bellnokai.com/contact/#02	【出逢い＆縁結び】埼玉ベルの会		200	TRUE	2025-12-10 14:46:39	success																	
https://www.saikika.com/index.html					404	TRUE	2025-12-10 14:46:49	error	HTTP 404																
https://www.fine-konpo.com/					0	FALSE	2025-12-10 14:46:56	error	Robots.txt disallows crawling																
http://www.happyvillage.co.jp/					0	TRUE	2025-12-10 14:47:03	error	Connection error: HTTPConnectionPool(host='www.happyvillage.co.jp', port=80): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPConnection(host='www.happyvillage.co.jp', port=80): Failed to resolve 'www.happyvillage.co.jp' ([Errno 11001] getaddrinfo failed)"))																
https://www.august-ltd.jp/		https://www.august-ltd.jp/#contact	リオン保育園		200	TRUE	2025-12-10 14:47:15	success																	
https://www.saikon.jp/info.jsp	info@saikon.jp		会社概要		200	TRUE	2025-12-10 14:47:19	success																	
http://palmbridal.net/					0	FALSE	2025-12-10 14:47:20	error	Robots.txt disallows crawling																
https://www.mi-kklife.com/			結婚相談所 千葉  船橋 八千代「婚活生活」｜ご成婚続出。		200	TRUE	2025-12-10 14:47:37	success																	
http://www.a-shiina.co.jp/index.html					0	TRUE	2025-12-10 14:47:44	error	Connection error: HTTPConnectionPool(host='www.a-shiina.co.jp', port=80): Max retries exceeded with url: /index.html (Caused by NameResolutionError("HTTPConnection(host='www.a-shiina.co.jp', port=80): Failed to resolve 'www.a-shiina.co.jp' ([Errno 11001] getaddrinfo failed)"))																
http://www.nc-ser.com/					0	TRUE	2025-12-10 14:47:50	error	Connection error: HTTPConnectionPool(host='www.nc-ser.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError("HTTPConnection(host='www.nc-ser.com', port=80): Failed to resolve 'www.nc-ser.com' ([Errno 11001] getaddrinfo failed)"))																
